Filename,DataType,Size,Algorithm,TimeSecondsMean,TimeSecondsStd,ComparisonsMean,ComparisonsStd,MemoryBytesMean,MemoryBytesStd
o7500.txt,Sorted,7500,HeapSort,0.0010066,1.5175638372075165e-05,176405.0,0.0,0.0,0.0
o7500.txt,Sorted,7500,MergeSort,0.0005886,5.549774770204696e-06,49432.0,0.0,387232.0,0.0
o7500.txt,Sorted,7500,QuickSort,0.00039,5.656854249492362e-06,83385.0,0.0,0.0,0.0
o75000.txt,Sorted,75000,HeapSort,0.0117834,4.4758239464929854e-05,2231778.0,0.0,0.0,0.0
o75000.txt,Sorted,75000,MergeSort,0.0068021999999999996,5.432034609609923e-05,624316.0,0.0,4875712.0,0.0
o75000.txt,Sorted,75000,QuickSort,0.0048114,2.5481365740478358e-05,1442164.0,0.0,0.0,0.0
o750000.txt,Sorted,750000,HeapSort,0.12666260000000001,0.0007246118271184928,24948124.0,0.0,0.0,0.0
o750000.txt,Sorted,750000,MergeSort,0.07943560000000001,0.0014953532358610018,7520816.0,0.0,58805696.0,0.0
o750000.txt,Sorted,750000,QuickSort,0.1455902,0.0006061713454131556,66845624.0,0.0,0.0,0.0
po100.txt,Partially Ordered,100,HeapSort,1e-05,7.071067811865479e-07,1067.0,0.0,0.0,0.0
po100.txt,Partially Ordered,100,MergeSort,1e-05,0.0,536.0,0.0,2688.0,0.0
po100.txt,Partially Ordered,100,QuickSort,6.999999999999999e-06,0.0,586.0,0.0,0.0,0.0
po1000.txt,Partially Ordered,1000,HeapSort,0.00011560000000000002,5.1768716422179125e-06,17530.0,0.0,0.0,0.0
po1000.txt,Partially Ordered,1000,MergeSort,7.68e-05,1.3038404810405383e-06,7103.0,0.0,39904.0,0.0
po1000.txt,Partially Ordered,1000,QuickSort,5.4e-05,7.071067811865482e-07,9043.0,0.0,0.0,0.0
po10000.txt,Partially Ordered,10000,HeapSort,0.0013824,1.4638989036132143e-05,244394.0,0.0,0.0,0.0
po10000.txt,Partially Ordered,10000,MergeSort,0.0008096,8.080841540334739e-06,86572.0,0.0,534464.0,0.0
po10000.txt,Partially Ordered,10000,QuickSort,0.0006038,9.257429448826492e-06,123547.0,0.0,0.0,0.0
po100000.txt,Partially Ordered,100000,HeapSort,0.0159702,0.0002620957840179804,3015305.0,0.0,0.0,0.0
po100000.txt,Partially Ordered,100000,MergeSort,0.009411,0.00021616544589734936,919208.0,0.0,6675712.0,0.0
po100000.txt,Partially Ordered,100000,QuickSort,0.006883200000000001,7.481777863582965e-05,2174038.0,0.0,0.0,0.0
po1000000.txt,Partially Ordered,1000000,HeapSort,0.1729776,0.005435530728456977,33774951.0,0.0,0.0,0.0
po1000000.txt,Partially Ordered,1000000,MergeSort,0.1084358,0.002260817927211298,10141235.0,0.0,79805696.0,0.0
po1000000.txt,Partially Ordered,1000000,QuickSort,0.24407299999999998,0.0016476478689331575,114525214.0,0.0,0.0,0.0
po1250000.txt,Partially Ordered,1250000,HeapSort,0.217931,0.0038235631941946494,42929778.0,0.0,0.0,0.0
po1250000.txt,Partially Ordered,1250000,MergeSort,0.136407,0.0030881640986191246,13046392.0,0.0,101611392.0,0.0
po1250000.txt,Partially Ordered,1250000,QuickSort,0.3768586,0.011981378000881232,175070128.0,0.0,0.0,0.0
po15000.txt,Partially Ordered,15000,HeapSort,0.0021452,3.86419461207635e-05,383081.0,0.0,0.0,0.0
po15000.txt,Partially Ordered,15000,MergeSort,0.0012590000000000001,3.574912586343887e-05,139043.0,0.0,834464.0,0.0
po15000.txt,Partially Ordered,15000,QuickSort,0.0009065999999999999,3.974921382870333e-06,193706.0,0.0,0.0,0.0
po1500000.txt,Partially Ordered,1500000,HeapSort,0.273442,0.014936600500113814,52191313.0,0.0,0.0,0.0
po1500000.txt,Partially Ordered,1500000,MergeSort,0.1638782,0.001240656963064338,15848175.0,0.0,123611392.0,0.0
po1500000.txt,Partially Ordered,1500000,QuickSort,0.5197332,0.0011558409060073624,248466431.0,0.0,0.0,0.0
po200.txt,Partially Ordered,200,HeapSort,2.1799999999999998e-05,4.47213595499957e-07,2547.0,0.0,0.0,0.0
po200.txt,Partially Ordered,200,MergeSort,1.84e-05,5.477225575051669e-07,1205.0,0.0,6176.0,0.0
po200.txt,Partially Ordered,200,QuickSort,1.24e-05,5.477225575051656e-07,1403.0,0.0,0.0,0.0
po2000.txt,Partially Ordered,2000,HeapSort,0.0002524,2.5812787528664923e-05,39189.0,0.0,0.0,0.0
po2000.txt,Partially Ordered,2000,MergeSort,0.0001534,5.319774431308162e-06,15482.0,0.0,87808.0,0.0
po2000.txt,Partially Ordered,2000,QuickSort,0.0001114,5.477225575051675e-07,20164.0,0.0,0.0,0.0
po200000.txt,Partially Ordered,200000,HeapSort,0.0318438,0.00012999884614872765,6183881.0,0.0,0.0,0.0
